"property_id","PostID","Offices","Agents","Board","ListingID","DdfListingID","LastUpdated","Latitude","Longitude","GeoLastUpdated","GeoSource","AmmenitiesNearBy","CommunicationType","CommunityFeatures","Crop","EquipmentType","Easement","FarmType","Features","IrrigationType","Lease","LeasePerTime","LeasePerUnit","LeaseTermRemaining","LeaseTermRemainingFreq","LeaseType","ListingContractDate","LiveStockType","LoadingType","LocationDescription","Machinery","MaintenanceFee","MaintenanceFeePaymentUnit","MaintenanceFeeType","ManagementCompany","OwnershipType","ParkingSpaceTotal","Plan","PoolType","PoolFeatures","Price","PricePerTime","PricePerUnit","PropertyType","PublicRemarks","RentalEquipmentType","RightType","RoadType","StorageType","Structure","SignType","TransactionType","TotalBuildings","ViewType","WaterFrontType","WaterFrontName","AdditionalInformationIndicator","ZoningDescription","ZoningType","MoreInformationLink","BusinessType","BusinessSubType","EstablishedDate","Franchise","Name","OperatingSince","BathroomTotal","BedroomsAboveGround","BedroomsBelowGround","BedroomsTotal","Age","Amenities","Amperage","Anchor","Appliances","ArchitecturalStyle","BasementDevelopment","BasementFeatures","BasementType","CeilingHeight","CeilingType","ClearCeilingHeight","ConstructedDate","ConstructionMaterial","ConstructionStatus","ConstructionStyleAttachment","ConstructionStyleOther","ConstructionStyleSplitLevel","CoolingType","ExteriorFinish","FireProtection","FireplaceFuel","FireplacePresent","FireplaceTotal","FireplaceType","Fixture","FlooringType","FoundationType","HalfBathTotal","HeatingFuel","HeatingType","RenovatedDate","RoofMaterial","RoofStyle","StoriesTotal","SizeExterior","SizeInterior","SizeInteriorFinished","StoreFront","TotalFinishedArea","Type","UnitType","UtilityPower","UtilityWater","VacancyRate","SizeTotal","SizeTotalText","SizeFrontage","AccessType","Acreage","LandAmenities","ClearedTotal","CurrentUse","Divisible","FenceTotal","FenceType","FrontsOn","LandDisposition","LandscapeFeatures","PastureTotal","Sewer","SizeDepth","SizeIrregular","SoilEvaluation","SoilType","SurfaceWater","TiledTotal","TopographyType","StreetAddress","AddressLine1","AddressLine2","StreetNumber","StreetName","StreetSuffix","StreetDirectionSuffix","UnitNumber","City","Province","PostalCode","Country","AdditionalStreetInfo","CommunityName","Neighbourhood","Subdivision","Utilities","Parking","OpenHouse","LiveStream","AlternateURL","CustomListing","Sold"
"1964158","482605","287064","2056520","43","26842166","40581108","2024-06-18 16:24:46","44.77581428","-81.18524622","2024-06-25 03:56:50","ddf","Airport, Hospital",NULL,NULL,NULL,NULL,NULL,NULL,"Country residential, Recreational",NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-05-03",NULL,NULL,"Hwy 6 north of Wiarton, past Bruce Rd 9 and follow to sign, east side of the highway.",NULL,NULL,NULL,NULL,NULL,"Freehold",NULL,NULL,NULL,NULL,"550000.00",NULL,NULL,"Vacant Land","100 acre parcel on the Bruce Peninsula that includes deeded mineral rights. This lot is treed with the possibility of logging with the proper permits of the back portion of the property. Trails run throughout this natural retreat that has freshwater springs as well as a beaver pond. Whether you are looking for a recreational property, a hunting parcel or just a quiet retreat, this property should be on your list! (id:50029)",NULL,NULL,NULL,NULL,"Shed",NULL,"For sale",NULL,NULL,NULL,NULL,NULL,"RU1; EH",NULL,"https://www.realtor.ca/real-estate/26842166/lot-32-con-3-highway-6-south-bruce-peninsula",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,"101+ acres",NULL,"Highway access","true","Airport, Hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No sewage system",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LOT 32 CON 3 HIGHWAY 6","LOT 32 CON 3 HIGHWAY 6",NULL,"32","HIGHWAY 6",NULL,NULL,NULL,"south bruce peninsula","Ontario","N0H2T0","Canada",NULL,NULL,NULL,"South Bruce Peninsula","{""Utility"":{""Type"":""Telephone"",""Description"":""Available""}}","[]","[]","[]","[]","0","0"
"1964169","309518","279718","2153540,2071806","47","26529247","40542550","2024-06-18 16:59:41","45.10280556","-79.61404342","2024-06-25 03:56:52","ddf","Beach, Playground",NULL,NULL,NULL,NULL,NULL,NULL,"Balcony, Country residential, No Pet Home",NULL,"0.00",NULL,NULL,NULL,NULL,NULL,"2024-02-18",NULL,NULL,"Muskoka Road #118 W to #3876 """"The Muskokan"""" to Sandfield 4",NULL,"9307.00","Yearly","Insurance, Cable TV, Heat, Electricity, Landscaping, Property Management, Water, Parking",NULL,"Timeshare/Fractional",NULL,NULL,NULL,NULL,"115000.00",NULL,NULL,"Single Family","The Muskokan Resort Club, situated directly on prestigious Lake Joseph, is a sought-after, beautifully landscaped property. This four-season paradise offers something for everyone, providing an exceptional escape from city life—a place in Muskoka to call your own! Enjoy luxurious vacations without cottage maintenance hassles. The Sandfield 4 Week 1 Villa grants you 5 weeks of ownership throughout the year, the fixed week 1 ensuring memorable Canada Day celebrations with friends and family each year and four other weeks throughout the year (see schedule attached). In addition to interval ownership, you also gain an equity share in the resort. If you can't use your week, you have two options: add it to the Muskokan rental pool, managed by the on-site Muskokan Concierge, or enter your weeks into the Registry Collection. The rental pool allows others to enjoy your property, potentially earning rental income, while the Registry Collection lets you exchange weeks for stays at luxurious destinations worldwide. This 3-bedroom cottage features high-quality amenities and en-suite bathrooms for comfort. The primary bedroom's step-out balcony offers breathtaking lake views. As one of the units closest to the lakeshore, it promises an unparalleled experience. Enjoy exclusive access to the award-winning 2,500 sq ft Hirsh Log Home design Club House, with 20-foot windows overlooking the pool, a library, billiard room, movie room, and games room. Use private docks for your boat, kayaks for paddling, or bask in the sun on the beach. WIFI ensures connectivity for all. Please note, this unit is NOT pet-friendly. (id:50029)",NULL,NULL,NULL,"Locker",NULL,NULL,"For sale",NULL,"Direct Water View","Waterfront","Lake Joseph",NULL,"WC1A4",NULL,"https://www.realtor.ca/real-estate/26529247/3876-muskoka-rd-hwy-118-w-unit-sandfield-4-week-1-port-carling",NULL,NULL,NULL,NULL,NULL,NULL,"4","3",NULL,"3",NULL,"Exercise Centre",NULL,NULL,NULL,"2 Level","Unfinished",NULL,"Full (Unfinished)",NULL,NULL,NULL,"2010","Wood frame",NULL,"Attached",NULL,NULL,"Central air conditioning","Vinyl siding, Wood",NULL,NULL,"False",NULL,NULL,NULL,NULL,"Block","1","Propane","Forced air",NULL,NULL,NULL,"2",NULL,"2055 sqft",NULL,NULL,NULL,"Row / Townhouse",NULL,NULL,"Drilled Well, Well",NULL,NULL,"25 - 50 acres",NULL,"Water access, Road access","true","Beach, Playground",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Landscaped",NULL,"Septic System",NULL,NULL,NULL,NULL,"Lake",NULL,NULL,"3876 MUSKOKA RD HWY 118 W Unit# Sandfield 4 Week 1","3876 MUSKOKA RD HWY 118 W Unit# Sandfield 4 Week 1",NULL,"3876","MUSKOKA RD HWY 118",NULL,"West",NULL,"port carling","Ontario","P0B1J0","Canada",NULL,NULL,NULL,"Monck (Muskoka Lakes)","[]","{""Name"":""Visitor Parking""}","[]","[]","{""VideoLink"":""https:\/\/youriguide.com\/sandfield_4_3876_muskoka_district_road_118_west_port_carling_on\/""}","0","0"
"1964278","234759","276220","1888490","43","26372361","40522546","2024-06-18 16:29:39","44.56702437","-80.94100884","2024-06-25 03:57:11","ddf","Airport, Hospital, Public Transit, Schools",NULL,"High Traffic Area",NULL,NULL,NULL,NULL,NULL,NULL,"1272.50","Monthly",NULL,NULL,NULL,"Gross","2023-12-22",NULL,NULL,"945 3rd Ave east",NULL,"0.00","Monthly","Insurance, Common Area Maintenance, Heat, Electricity, Landscaping, Other, See Remarks, Property Management, Water",NULL,"Condominium",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Institutional - Special Purpose","Currently reception area and 1 office, 1 window.  Fibre optics, 24/7 Access, Keyed Access only after hours- before 0730 and after 1700, Lots of parking, 24/7 surveillance cameras, Walking distance to banks, post office, restaurants, city hall, Mail delivery to your office door, Onsite Manager, Onsite maintenance, Doctors - (Ear, Nose and throat, Optometrist, Chiropodist), Hearing Tests, Dentist, Engineering Consultants, Grey Bruce Legal Clinic, Paralegal, Lawyer, Mortgage Brokers, Accountant-Independent, Accounting Firm - Baker Tilly, Community Service Network, M.P.A.C., Sleep Lab, Sleep Apnea equipment sales & service, Life Labs, Hospital side of the river. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For rent",NULL,NULL,NULL,NULL,NULL,"C1-1",NULL,"https://www.realtor.ca/real-estate/26372361/945-3rd-avenue-e-unit-215c-owen-sound",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","509.0000","509 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"Municipal water",NULL,NULL,NULL,NULL,"Highway access","false","Airport, Hospital, Public Transit, Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal sewage system",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"945 3RD Avenue E Unit# 215C","945 3RD Avenue E Unit# 215C",NULL,"945","3RD","Avenue","East",NULL,"owen sound","Ontario","N4K2K8","Canada",NULL,NULL,NULL,"Owen Sound","[]","[]","[]","[]","[]","0","0"
"1964279","234761","276220","1888490","43","26372354","40522056","2024-06-18 16:29:43","44.56728922","-80.94111827","2024-06-25 03:57:11","ddf","Airport, Hospital, Public Transit, Schools",NULL,"High Traffic Area",NULL,NULL,NULL,NULL,NULL,NULL,"1172.50","Monthly",NULL,NULL,NULL,"Gross","2023-12-22",NULL,NULL,"945 3rd Ave East",NULL,"0.00","Monthly","Insurance, Common Area Maintenance, Heat, Electricity, Landscaping, Other, See Remarks, Property Management, Water",NULL,"Condominium",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Institutional - Special Purpose","Currently reception area and 2 offices. Fibre optics, 24/7 Access, Keyed Access only after hours- before 0730 and after 1700, Lots of parking, 24/7 surveillance cameras, Walking distance to banks, post office, restaurants, city hall, Mail delivery to your office door, Onsite Manager, Onsite maintenance, Doctors - (Ear, Nose and throat, Optometrist, Chiropodist), Hearing Tests, Dentist, Engineering Consultants, Grey Bruce Legal Clinic, Paralegal, Lawyer, Mortgage Brokers, Accountant-Independent, Accounting Firm - Baker Tilly, Community Service Network, M.P.A.C., Sleep Lab, Sleep Apnea equipment sales & service, Life Labs, Hospital side of the river. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For rent",NULL,NULL,NULL,NULL,NULL,"C1-!",NULL,"https://www.realtor.ca/real-estate/26372354/945-3rd-avenue-e-unit-4c-owen-sound",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","469.0000","469 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"Municipal water",NULL,NULL,NULL,NULL,"Highway access","false","Airport, Hospital, Public Transit, Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal sewage system",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"945 3RD Avenue E Unit# 4C","945 3RD Avenue E Unit# 4C",NULL,"945","3RD","Avenue","East",NULL,"owen sound","Ontario","N4K2K8","Canada",NULL,NULL,NULL,"Owen Sound","[]","[]","[]","[]","[]","0","0"
"1964280","234782","276220","1888490","43","26372353","40522233","2024-06-18 16:29:42","44.56736259","-80.94108823","2024-06-25 03:57:11","ddf","Airport, Hospital, Public Transit, Schools",NULL,"High Traffic Area",NULL,NULL,NULL,NULL,NULL,NULL,"1660.56","Monthly",NULL,NULL,NULL,"Gross","2023-12-22",NULL,NULL,"945 3rd Ave East Owen Sound",NULL,"0.00","Monthly","Insurance, Common Area Maintenance, Heat, Electricity, Landscaping, Property Management, Water",NULL,"Condominium",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Institutional - Special Purpose","Currently reception area and 1 office. Fibre optics, 24/7 Access, Keyed Access only after hours- before 0730 and after 1700, Lots of parking, 24/7 surveillance cameras, Walking distance to banks, post office, restaurants, city hall, Mail delivery to your office door, Onsite Manager, Onsite maintenance, Doctors - (Ear, Nose and throat, Optometrist, Chiropodist), Hearing Tests, Dentist, Engineering Consultants, Grey Bruce Legal Clinic, Paralegal, Lawyer, Mortgage Brokers, Accountant-Independent, Accounting Firm - Baker Tilly, Community Service Network, M.P.A.C., Sleep Lab, Sleep Apnea equipment sales & service, Life Labs, Hospital side of the river. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For rent",NULL,NULL,NULL,NULL,NULL,"C1-1",NULL,"https://www.realtor.ca/real-estate/26372353/945-3rd-avenue-e-unit-5b-owen-sound",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","664.0000","664 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"Municipal water",NULL,NULL,NULL,NULL,"Highway access","false","Airport, Hospital, Public Transit, Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal sewage system",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"945 3RD Avenue E Unit# 5B","945 3RD Avenue E Unit# 5B",NULL,"945","3RD","Avenue","East",NULL,"owen sound","Ontario","N4K2K8","Canada",NULL,NULL,NULL,"Owen Sound","[]","[]","[]","[]","[]","0","0"
"1964282","234763","276220","1888490","43","26372351","40522252","2024-06-18 16:29:42","44.56736259","-80.94109252","2024-06-25 03:57:11","ddf","Airport, Hospital, Public Transit, Schools",NULL,"High Traffic Area",NULL,NULL,NULL,NULL,NULL,NULL,"4736.67","Monthly",NULL,NULL,NULL,"Gross","2023-12-22",NULL,NULL,"945 3rd Ave East Owen Sound",NULL,"0.00","Monthly","Insurance, Common Area Maintenance, Heat, Electricity, Landscaping, Other, See Remarks, Property Management, Water",NULL,"Condominium",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Institutional - Special Purpose","Currently reception area and 9 offices has exterior access. Fibre optics, 24/7 Access, Keyed Access only after hours- before 0730 and after 1700, Lots of parking, 24/7 surveillance cameras, Walking distance to banks, post office, restaurants, city hall, Mail delivery to your office door, Onsite Manager, Onsite maintenance, Doctors - (Ear, Nose and throat, Optometrist, Chiropodist), Hearing Tests, Dentist, Engineering Consultants, Grey Bruce Legal Clinic, Paralegal, Lawyer, Mortgage Brokers, Accountant-Independent, Accounting Firm - Baker Tilly, Community Service Network, M.P.A.C., Sleep Lab, Sleep Apnea equipment sales & service, Life Labs, Hospital side of the river. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For rent",NULL,NULL,NULL,NULL,NULL,"C1-1",NULL,"https://www.realtor.ca/real-estate/26372351/945-3rd-avenue-e-unit-7-owen-sound",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","2030.0000","2030 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"Municipal water",NULL,NULL,NULL,NULL,"Highway access","false","Airport, Hospital, Public Transit, Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal sewage system",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"945 3RD Avenue E Unit# 7","945 3RD Avenue E Unit# 7",NULL,"945","3RD","Avenue","East",NULL,"owen sound","Ontario","N4K2K8","Canada",NULL,NULL,NULL,"Owen Sound","[]","[]","[]","[]","[]","0","0"
"1964283","234764","276220","1888490","43","26372350","40522268","2024-06-18 16:29:42","44.56740845","-80.94115689","2024-06-25 03:57:11","ddf","Airport, Hospital, Public Transit, Schools",NULL,"High Traffic Area",NULL,NULL,NULL,NULL,NULL,NULL,"1852.50","Monthly",NULL,NULL,NULL,"Gross","2023-12-22",NULL,NULL,"945 3rd Ave East",NULL,"0.00","Monthly","Insurance, Common Area Maintenance, Heat, Electricity, Landscaping, Other, See Remarks, Property Management, Water",NULL,"Condominium",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Institutional - Special Purpose","Currently reception area and 4 offices.  Fibre optics, 24/7 Access, Keyed Access only after hours- before 0730 and after 1700, Lots of parking, 24/7 surveillance cameras, Walking distance to banks, post office, restaurants, city hall, Mail delivery to your office door, Onsite Manager, Onsite maintenance, Doctors - (Ear, Nose and throat, Optometrist, Chiropodist), Hearing Tests, Dentist, Engineering Consultants, Grey Bruce Legal Clinic, Paralegal, Lawyer, Mortgage Brokers, Accountant-Independent, Accounting Firm - Baker Tilly, Community Service Network, M.P.A.C., Sleep Lab, Sleep Apnea equipment sales & service, Life Labs, Hospital side of the river. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For rent",NULL,NULL,NULL,NULL,NULL,"C1-1",NULL,"https://www.realtor.ca/real-estate/26372350/945-3rd-avenue-e-unit-10-owen-sound",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","741.0000","741 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"Municipal water",NULL,NULL,NULL,NULL,"Highway access","false","Airport, Hospital, Public Transit, Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal sewage system",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"945 3RD Avenue E Unit# 10","945 3RD Avenue E Unit# 10",NULL,"945","3RD","Avenue","East",NULL,"owen sound","Ontario","N4K2K8","Canada",NULL,NULL,NULL,"Owen Sound","[]","[]","[]","[]","[]","0","0"
"1964284","234766","276220","1888490","43","26372348","40522455","2024-06-18 16:29:41","44.56723839","-80.94100884","2024-06-25 03:57:11","ddf","Airport, Hospital, Public Transit, Schools",NULL,"High Traffic Area",NULL,NULL,NULL,NULL,NULL,NULL,"620.00","Monthly",NULL,NULL,NULL,"Gross","2023-12-22",NULL,NULL,"945 3rd Ave East",NULL,"0.00","Monthly","Insurance, Common Area Maintenance, Heat, Electricity, Landscaping, Other, See Remarks, Property Management, Water",NULL,"Condominium",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Institutional - Special Purpose","Currently reception area and 1 offices.  Fibre optics, 24/7 Access, Keyed Access only after hours- before 0730 and after 1700, Lots of parking, 24/7 surveillance cameras, Walking distance to banks, post office, restaurants, city hall, Mail delivery to your office door, Onsite Manager, Onsite maintenance, Doctors - (Ear, Nose and throat, Optometrist, Chiropodist), Hearing Tests, Dentist, Engineering Consultants, Grey Bruce Legal Clinic, Paralegal, Lawyer, Mortgage Brokers, Accountant-Independent, Accounting Firm - Baker Tilly, Community Service Network, M.P.A.C., Sleep Lab, Sleep Apnea equipment sales & service, Life Labs, Hospital side of the river. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For rent",NULL,NULL,NULL,NULL,NULL,"C1-1",NULL,"https://www.realtor.ca/real-estate/26372348/945-3rd-avenue-e-unit-18a-owen-sound",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","248.0000","248 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"Municipal water",NULL,NULL,NULL,NULL,"Highway access","false","Airport, Hospital, Public Transit, Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal sewage system",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"945 3RD Avenue E Unit# 18A","945 3RD Avenue E Unit# 18A",NULL,"945","3RD","Avenue","East",NULL,"owen sound","Ontario","N4K2K8","Canada",NULL,NULL,NULL,"Owen Sound","[]","[]","[]","[]","[]","0","0"
"1964288","234770","276220","1888490","43","26372344","40522463","2024-06-18 16:29:41","44.56699379","-80.94098738","2024-06-25 03:57:12","ddf","Airport, Hospital, Public Transit, Schools",NULL,"High Traffic Area",NULL,NULL,NULL,NULL,NULL,NULL,"6587.50","Monthly",NULL,NULL,NULL,"Gross","2023-12-22",NULL,NULL,"945 3rd Ave east",NULL,"0.00","Monthly","Insurance, Common Area Maintenance, Heat, Electricity, Landscaping, Other, See Remarks, Property Management, Water",NULL,"Condominium",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Institutional - Special Purpose","Currently reception area and 9 offices with 2 access points.  Fibre optics, 24/7 Access, Keyed Access only after hours- before 0730 and after 1700, Lots of parking, 24/7 surveillance cameras, Walking distance to banks, post office, restaurants, city hall, Mail delivery to your office door, Onsite Manager, Onsite maintenance, Doctors - (Ear, Nose and throat, Optometrist, Chiropodist), Hearing Tests, Dentist, Engineering Consultants, Grey Bruce Legal Clinic, Paralegal, Lawyer, Mortgage Brokers, Accountant-Independent, Accounting Firm - Baker Tilly, Community Service Network, M.P.A.C., Sleep Lab, Sleep Apnea equipment sales & service, Life Labs, Hospital side of the river. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For rent",NULL,NULL,NULL,NULL,NULL,"C1-1",NULL,"https://www.realtor.ca/real-estate/26372344/945-3rd-avenue-e-unit-23-owen-sound",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","3165.0000","3165 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"Municipal water",NULL,NULL,NULL,NULL,"Highway access","false","Airport, Hospital, Public Transit, Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal sewage system",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"945 3RD Avenue E Unit# 23","945 3RD Avenue E Unit# 23",NULL,"945","3RD","Avenue","East",NULL,"owen sound","Ontario","N4K2K8","Canada",NULL,NULL,NULL,"Owen Sound","[]","[]","[]","[]","[]","0","0"
"1964289","234771","276220","1888490","43","26372343","40522465","2024-06-18 16:29:40","44.56697851","-80.94098738","2024-06-25 03:57:12","ddf","Airport, Hospital, Public Transit, Schools",NULL,"High Traffic Area",NULL,NULL,NULL,NULL,NULL,NULL,"7385.00","Monthly",NULL,NULL,NULL,"Gross","2023-12-22",NULL,NULL,"945 3rd Ave East",NULL,"0.00","Monthly","Insurance, Common Area Maintenance, Heat, Electricity, Landscaping, Other, See Remarks, Property Management, Water",NULL,"Condominium",NULL,NULL,NULL,NULL,"0.00",NULL,NULL,"Institutional - Special Purpose","Currently reception area and 12 offices and exterior access.  Fibre optics, 24/7 Access, Keyed Access only after hours- before 0730 and after 1700, Lots of parking, 24/7 surveillance cameras, Walking distance to banks, post office, restaurants, city hall, Mail delivery to your office door, Onsite Manager, Onsite maintenance, Doctors - (Ear, Nose and throat, Optometrist, Chiropodist), Hearing Tests, Dentist, Engineering Consultants, Grey Bruce Legal Clinic, Paralegal, Lawyer, Mortgage Brokers, Accountant-Independent, Accounting Firm - Baker Tilly, Community Service Network, M.P.A.C., Sleep Lab, Sleep Apnea equipment sales & service, Life Labs, Hospital side of the river. (id:50029)",NULL,NULL,NULL,NULL,NULL,NULL,"For rent",NULL,NULL,NULL,NULL,NULL,"C1-1",NULL,"https://www.realtor.ca/real-estate/26372343/945-3rd-avenue-e-unit-24-owen-sound",NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"None",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"False",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","3165.0000","3165 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"Municipal water",NULL,NULL,NULL,NULL,"Highway access","false","Airport, Hospital, Public Transit, Schools",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Municipal sewage system",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"945 3RD Avenue E Unit# 24","945 3RD Avenue E Unit# 24",NULL,"945","3RD","Avenue","East",NULL,"owen sound","Ontario","N4K2K8","Canada",NULL,NULL,NULL,"Owen Sound","[]","[]","[]","[]","[]","0","0"
